customerId,itemId,itemName,quantity,orderDate,isHoliday,isFestival,season,timeSlot
23579,15106,Wood Apple Small (Bell),1.0,2023-01-16 04:00:00,0,0,Winter,Night
23400,6857,Potato  Deshi New-1kg,2.01,2023-01-16 06:00:00,0,0,Winter,Morning
23416,1467,Toren Classic Chocolate- 52g,2.0,2023-01-16 09:00:00,0,0,Winter,Morning
23425,23117,One Man Punjabi -0521,2.0,2023-01-16 10:00:00,0,0,Winter,Morning
23431,7514,Belleame Cremo Biscuit- 90g,1.0,2023-01-16 12:00:00,0,0,Winter,Afternoon
23430,13989,Beef Without Bone Special,2.03,2023-01-16 14:00:00,0,0,Winter,Afternoon
23441,15263,Malta (Yellow)-kg,1.48,2023-01-16 18:00:00,0,0,Winter,Evening
23388,30641,Pure It GKK-1500L(Filter),1.0,2023-01-16 23:00:00,0,0,Winter,Night
23400,14969,Carrot (Deshi) kg,0.73,2023-01-17 02:00:00,0,0,Winter,Night
23401,15180,Akher Sugar -1kg,2.0,2023-01-17 03:00:00,0,0,Winter,Night
23380,3182,Starship Chocolate Milk-200ml,5.0,2023-01-17 07:00:00,0,0,Winter,Morning
23494,29148,Lakme Kajal Eye Co Nic-0.35g,1.0,2023-01-17 12:00:00,0,0,Winter,Afternoon
23497,12770,Muslim Masala Badam-200g,1.0,2023-01-17 16:00:00,0,0,Winter,Afternoon
23509,29083,Seylon Family Blend Tea-200g,1.0,2023-01-17 21:00:00,0,0,Winter,Night
23531,12583,Pigeon-1PC,1.0,2023-01-18 02:00:00,0,0,Winter,Night
23545,28630,Organikare  Amla Hairpack-80g,1.0,2023-01-18 05:00:00,0,0,Winter,Night
23553,7196,Austogram Mozzarella Cheese-250gm,1.0,2023-01-18 10:00:00,0,0,Winter,Morning
23553,898,Radhuni Biriyani Masala-40g,2.0,2023-01-18 10:00:00,0,0,Winter,Morning
23560,14972,Bath Sponge (Dhundul)-kg,0.56,2023-01-18 14:00:00,0,0,Winter,Afternoon
23560,25574,Lifeboy Liquid Hand Wash(Lemon F)-170ml,1.0,2023-01-18 14:00:00,0,0,Winter,Afternoon
23562,852,Pran Turmeric Powder-200g,1.0,2023-01-18 19:00:00,0,0,Winter,Evening
23566,13565,F Clarks Ess 28ml(Vanilla),1.0,2023-01-18 22:00:00,0,0,Winter,Night
23569,32218,Anita Ind Rupa Frontline Vest-(4/23),1.0,2023-01-19 01:00:00,0,0,Winter,Night
23571,13810,Cock Roast (Deshi)-PC,8.0,2023-01-19 05:00:00,0,0,Winter,Night
23573,3179,Starship Mango Juice 250ml pack,2.0,2023-01-19 07:00:00,0,0,Winter,Morning
23580,13802,Chicken (Deshi),1.5,2023-01-19 09:00:00,0,0,Winter,Morning
23580,30627,Bashundhara Atta-2kg,1.0,2023-01-19 09:00:00,0,0,Winter,Morning
23388,26430,G.Men Turbo B Face Wash-100ml,1.0,2023-01-19 14:00:00,0,0,Winter,Afternoon
23380,13917,Rui Fish (XL)-(HB),4.42,2023-01-19 15:00:00,0,0,Winter,Afternoon
23419,12637,Ramisa-Nakshi Pitha Box-4 Pcs,1.0,2023-01-19 20:00:00,0,0,Winter,Evening
23419,12823,Jafran,1.0,2023-01-19 20:00:00,0,0,Winter,Evening
23419,13563,F Clarks Ess 28ml(Mango),1.0,2023-01-19 20:00:00,0,0,Winter,Evening
23440,2915,P.Drinko Float Lichi Drink-250ml,2.0,2023-01-20 00:00:00,0,0,Winter,Night
23440,13988,Beef Bone Full,1.63,2023-01-20 00:00:00,0,0,Winter,Night
23450,15269,Grapes (Red),0.48,2023-01-20 04:00:00,0,0,Winter,Night
23380,13988,Beef Bone Full,30.69,2023-01-20 08:00:00,0,0,Winter,Morning
23405,878,Radhuni Spices (Corinder)-100gm,1.0,2023-01-20 12:00:00,0,0,Winter,Afternoon
23424,13354,Queens Custard Bread- 90g,1.0,2023-01-20 16:00:00,0,0,Winter,Afternoon
23415,13988,Beef Bone Full,2.1,2023-01-20 19:00:00,0,0,Winter,Evening
23419,14046,Gulsha Fish(Small)-(HB),1.39,2023-01-20 21:00:00,0,0,Winter,Night
23380,3780,Prince Soya Sauce-250gm,1.0,2023-01-21 01:00:00,0,0,Winter,Night
23380,3858,Pran Sweetened Yogurt-100gm,2.0,2023-01-21 01:00:00,0,0,Winter,Night
23440,13354,Queens Custard Bread- 90g,1.0,2023-01-21 02:00:00,0,0,Winter,Night
23442,16228,Polar Ice Cream Vanilla-1/2Ltr(Tub),1.0,2023-01-21 03:00:00,0,0,Winter,Night
23388,2039,Teer Soyabean Oil-1Ltr,1.0,2023-01-21 04:00:00,0,0,Winter,Night
23400,13809,Chicken Deshi Cock (Live),1.0,2023-01-21 05:00:00,0,0,Winter,Night
23380,28573,Lattafa  Air Freshener-300ml (Pure Oudi),1.0,2023-01-21 08:00:00,0,0,Winter,Morning
23434,15296,Apple(Gala),0.62,2023-01-21 09:00:00,0,0,Winter,Morning
23380,12674,Ramisa Sweet Munakka-200gm,1.0,2023-01-21 13:00:00,0,0,Winter,Afternoon
23380,12587,Calender Pineapple,3.0,2023-01-21 13:00:00,0,0,Winter,Afternoon
23454,32228,China Ladies Shoe F-30(4/23),1.0,2023-01-21 18:00:00,0,0,Winter,Evening
23380,28920,Brooke Bond Taaza Tea- 400gm,1.0,2023-01-21 19:00:00,0,0,Winter,Evening
23380,31235,Olympic Biscotti Elachi Cookies-80gm,1.0,2023-01-21 19:00:00,0,0,Winter,Evening
23380,4355,H&S Shampoo+Con. Smooth&Silky 2in1-650ml,1.0,2023-01-21 19:00:00,0,0,Winter,Evening
23481,23119,One Man Punjabi5684-0931,1.0,2023-01-21 22:00:00,0,0,Winter,Night
23477,32025,Muad Panjabi-2205,2.0,2023-01-22 01:00:00,0,0,Winter,Night
23380,12627,Ramisa-Fried Chira Masala Pkt-200gm,1.0,2023-01-22 02:00:00,0,0,Winter,Night
23380,13895,GH Spicy Chicken Sausage-340gm,1.0,2023-01-22 02:00:00,0,0,Winter,Night
23497,287,Unik Complete C. Powder-400g,1.0,2023-01-22 07:00:00,0,0,Winter,Morning
23499,31992,Ch Baby Pant -A731 (4/23),1.0,2023-01-22 08:00:00,0,0,Winter,Morning
23503,42676,Dettol HW.170ml buy 2 Get Tiffin Box Free,1.0,2023-01-22 11:00:00,0,0,Winter,Morning
18557,13604,Eon Chicken Spring Roll- 300gm,1.0,2023-01-22 13:00:00,0,0,Winter,Afternoon
23546,765,Black Pepper(Chili)-50g,1.0,2023-01-22 17:00:00,0,0,Winter,Evening
23460,6823,Horlicks Mothers Plus- 350gm,1.0,2023-01-22 20:00:00,0,0,Winter,Evening
23467,15180,Akher Sugar -1kg,6.0,2023-01-22 21:00:00,0,0,Winter,Night
23473,14045,Pabda Fish (Big),1.13,2023-01-23 01:00:00,0,0,Winter,Night
23440,30113,"Italiano 9"" Crazy Bowl",1.0,2023-01-23 02:00:00,0,0,Winter,Night
23380,1192,Prince Olive Pickle(400gm),1.0,2023-01-23 03:00:00,0,0,Winter,Night
23380,2915,P.Drinko Float Lichi Drink-250ml,11.0,2023-01-23 03:00:00,0,0,Winter,Night
23411,3509,Clean&Clear Foaming F/W-50ml,,2023-01-23 05:00:00,0,0,Winter,Night
23415,489,Chola Pulse-1kg,2.0,2023-01-23 09:00:00,0,0,Winter,Morning
23380,14801,Net Pumpkin (Jali Kumra)-Pc,1.0,2023-01-23 13:00:00,0,0,Winter,Afternoon
23380,12823,Jafran,1.0,2023-01-23 13:00:00,0,0,Winter,Afternoon
23380,2364,Rok Tiles & Bathroom- 1000ml,1.0,2023-01-23 13:00:00,0,0,Winter,Afternoon
23380,891,R.Spices(Turmaric)-100g,1.0,2023-01-23 13:00:00,0,0,Winter,Afternoon
23380,14995,Bottle Guard Big(Lau)-Pc,1.0,2023-01-23 13:00:00,0,0,Winter,Afternoon
23488,30770,Whisper Ultra Night XL+ 15 Pads,1.0,2023-01-23 15:00:00,0,0,Winter,Afternoon
23489,32106,Ch Baby Frock -9217(4/23),1.0,2023-01-23 18:00:00,0,0,Winter,Evening
23519,3612,Italiano Sweet Chilli Sauce-340g,1.0,2023-01-23 19:00:00,0,0,Winter,Evening
23520,705,Easy Mix Roast Masala-35g,1.0,2023-01-24 00:00:00,0,0,Winter,Night
23523,13988,Beef Bone Full,2.0,2023-01-24 01:00:00,0,0,Winter,Night
23523,2915,P.Drinko Float Lichi Drink-250ml,1.0,2023-01-24 01:00:00,0,0,Winter,Night
23542,961,Rupchada Chinigura Rice-2kg,1.0,2023-01-24 02:00:00,0,0,Winter,Night
18557,24715,Bashun Paper Towel 1Ply- 250Pcs,2.0,2023-01-24 05:00:00,0,0,Winter,Night
23553,769,Clove Lobongo-50g,1.0,2023-01-24 06:00:00,0,0,Winter,Morning
23380,445,Savory Haleem Mix-200gm,1.0,2023-01-24 08:00:00,0,0,Winter,Morning
23460,13988,Beef Bone Full,1.59,2023-01-24 10:00:00,0,0,Winter,Morning
23461,3612,Italiano Sweet Chilli Sauce-340g,1.0,2023-01-24 14:00:00,0,0,Winter,Afternoon
23380,32486,Sunsilk Hair Fall Solution Shampoo-170ml,5.0,2023-01-24 19:00:00,0,0,Winter,Evening
23530,15180,Akher Sugar -1kg,1.0,2023-01-24 20:00:00,0,0,Winter,Evening
23544,3856,Pran Chocolate Milk -200ml,1.0,2023-01-24 21:00:00,0,0,Winter,Night
18557,7017,Good Life Mozzarella Cheese-200gm,1.0,2023-01-25 00:00:00,0,0,Winter,Night
18557,4533,Lifeboy Total 10-150gm,1.0,2023-01-25 00:00:00,0,0,Winter,Night
23461,4969,Detos CW Chips-30gm,3.0,2023-01-25 02:00:00,0,0,Winter,Night
23475,19674,A.K  Trouser -082,1.0,2023-01-25 07:00:00,0,0,Winter,Morning
23512,2915,P.Drinko Float Lichi Drink-250ml,1.0,2023-01-25 11:00:00,0,0,Winter,Morning
23511,29477,Silk Bottle 500ml -Assorted,1.0,2023-01-25 13:00:00,0,0,Winter,Afternoon
23517,13922,Rui Fish (S1)-(MNK),1.26,2023-01-25 17:00:00,0,0,Winter,Evening
23525,14986,Meant Leaf (Pudina Leaf)- Pc,1.0,2023-01-25 20:00:00,0,0,Winter,Evening
23527,31328,Prince Lacha Samai-200g(Pkt),1.0,2023-01-25 23:00:00,0,0,Winter,Night
23543,27072,Borges Black Sliced  Olives-230ml,1.0,2023-01-26 00:00:00,0,0,Winter,Night
23468,14043,Q Omega 3 Enriched  Egg  (1 Dozen),1.0,2023-01-26 05:00:00,0,0,Winter,Night
23476,3055,Foster Clarks Orange-250g,1.0,2023-01-26 09:00:00,0,0,Winter,Morning
23475,23292,PG Punjabi- 059,1.0,2023-01-26 11:00:00,0,0,Winter,Morning
23499,31555,Sultan Ind. Punjabi -(4/23),1.0,2023-01-26 14:00:00,0,0,Winter,Afternoon
23523,15180,Akher Sugar -1kg,1.0,2023-01-26 15:00:00,0,0,Winter,Afternoon
23553,26609,D Korean Ramen 3X Spicy Noodles-496gm,1.0,2023-01-26 16:00:00,0,0,Winter,Afternoon
23556,14801,Net Pumpkin (Jali Kumra)-Pc,1.0,2023-01-26 20:00:00,0,0,Winter,Evening
23557,25474,Lassa Special Semai-500g(Pkt),1.0,2023-01-26 23:00:00,0,0,Winter,Night
23560,2915,P.Drinko Float Lichi Drink-250ml,2.0,2023-01-27 04:00:00,0,0,Winter,Night
23560,14035,Omega 3 Vitamin-E  Egg-12pcs,1.0,2023-01-27 04:00:00,0,0,Winter,Night
23562,15180,Akher Sugar -1kg,1.0,2023-01-27 07:00:00,0,0,Winter,Morning
23580,768,Cinnamon-100g (Daruchine),1.0,2023-01-27 11:00:00,0,0,Winter,Morning
23580,14088,Shrimp Fish Golda(Big)-(STR),1.17,2023-01-27 11:00:00,0,0,Winter,Morning
23380,25529,Rok Handwash Apple-350ml,1.0,2023-01-27 15:00:00,0,0,Winter,Afternoon
23391,42961,Dolphin Nata de Coco Drink (All)-270gm,1.0,2023-01-27 18:00:00,0,0,Winter,Evening
23407,2246,Pepsodent Charcoal W. Toothpaste-140gm,1.0,2023-01-27 22:00:00,0,0,Winter,Night
23380,30789,Teer Suji 500gm,2.0,2023-01-28 01:00:00,0,0,Winter,Night
23380,1869,Snickers Chocolate-50gm,1.0,2023-01-28 01:00:00,0,0,Winter,Night
23407,3831,Milk Vita Liquid Milk-1Ltr,1.0,2023-01-28 03:00:00,0,0,Winter,Night
23414,1869,Snickers Chocolate-50gm,1.0,2023-01-28 06:00:00,0,0,Winter,Morning
23420,12664,Ramisa Dal Vaja-200g,1.0,2023-01-28 09:00:00,0,0,Winter,Morning
23468,14990,Usta(kg),0.36,2023-01-28 13:00:00,0,0,Winter,Afternoon
23474,32006,B Plus VIP Pcs-0511,1.0,2023-01-28 17:00:00,0,0,Winter,Evening
23380,2255,Pepsodent Gremichek+ Toothpaste-100gm,5.0,2023-01-28 18:00:00,0,0,Winter,Evening
23486,43087,China Tshirt 28071(4/23),1.0,2023-01-28 19:00:00,0,0,Winter,Evening
23380,2038,Teer Soya Oil 2Lt(Bottle),5.0,2023-01-28 21:00:00,0,0,Winter,Night
23380,15146,Watermelon Banglalink - Kg,2.87,2023-01-28 21:00:00,0,0,Winter,Night
23380,22241,Kinley Club Soda -600ml,1.0,2023-01-28 21:00:00,0,0,Winter,Night
23494,2206,Arrow Toothbrush,1.0,2023-01-28 22:00:00,0,0,Winter,Night
23500,13989,Beef Without Bone Special,1.07,2023-01-29 01:00:00,0,0,Winter,Night
23503,28645,Organikare  Amla Hairpack-80g,1.0,2023-01-29 05:00:00,0,0,Winter,Night
23520,32518,Sunsilk Shampoo Volume-375ml,1.0,2023-01-29 06:00:00,0,0,Winter,Morning
23551,14815,Tomato L.C(kg),1.15,2023-01-29 07:00:00,0,0,Winter,Morning
23565,14960,Brinjal Long (Thin)-kg,1.1,2023-01-29 09:00:00,0,0,Winter,Morning
23578,7174,Tang Orange Drink Powder - 500gm {Pkt},1.0,2023-01-29 11:00:00,0,0,Winter,Morning
23579,13994,Mutton,1.84,2023-01-29 14:00:00,0,0,Winter,Afternoon
23580,978,Pari Rice-Kg,10.16,2023-01-29 18:00:00,0,0,Winter,Evening
23390,3185,Marks Milk Shake AS-125,1.0,2023-01-29 20:00:00,0,0,Winter,Evening
23410,110,Wheel 2in1 Clean & Fresh Powder-500g,1.0,2023-01-29 21:00:00,0,0,Winter,Night
