order_id,customerId,orderDate,month,day_of_week,hour,has_time_component
ORD002753,1956,12/08/2023,8,Saturday,0,0
ORD002746,1956,05/06/2023,6,Monday,0,0
ORD002746,1956,05/06/2023,6,Monday,0,0
ORD002752,1956,07/08/2023,8,Monday,0,0
ORD002744,1956,11/05/2023,5,Thursday,0,0
ORD002751,1956,27/07/2023,7,Thursday,0,0
ORD002753,1956,12/08/2023,8,Saturday,0,0
ORD002746,1956,05/06/2023,6,Monday,0,0
ORD002745,1956,24/05/2023,5,Wednesday,0,0
ORD002752,1956,07/08/2023,8,Monday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002799,1963,12/07/2023,7,Wednesday,0,0
ORD002834,1988,29/07/2023,7,Saturday,0,0
ORD002829,1988,01/05/2023,5,Monday,0,0
ORD002833,1988,28/06/2023,6,Wednesday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002658,1939,10/05/2023,5,Wednesday,0,0
ORD002660,1939,11/06/2023,6,Sunday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002747,1956,08/06/2023,6,Thursday,0,0
ORD002751,1956,27/07/2023,7,Thursday,0,0
ORD002747,1956,08/06/2023,6,Thursday,0,0
ORD002747,1956,08/06/2023,6,Thursday,0,0
ORD002744,1956,11/05/2023,5,Thursday,0,0
ORD002745,1956,24/05/2023,5,Wednesday,0,0
ORD002752,1956,07/08/2023,8,Monday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002464,1890,04/06/2023,6,Sunday,0,0
ORD002462,1890,29/04/2023,4,Saturday,0,0
ORD002462,1890,29/04/2023,4,Saturday,0,0
ORD002464,1890,04/06/2023,6,Sunday,0,0
ORD002463,1890,01/05/2023,5,Monday,0,0
ORD002463,1890,01/05/2023,5,Monday,0,0
ORD002479,1893,27/06/2023,6,Tuesday,0,0
ORD002626,1935,20/04/2023,4,Thursday,0,0
ORD002630,1937,21/07/2023,7,Friday,0,0
ORD002630,1937,21/07/2023,7,Friday,0,0
ORD002632,1938,30/04/2023,4,Sunday,0,0
ORD002638,1938,12/08/2023,8,Saturday,0,0
ORD002635,1938,18/06/2023,6,Sunday,0,0
ORD002638,1938,12/08/2023,8,Saturday,0,0
ORD002637,1938,15/07/2023,7,Saturday,0,0
ORD002631,1938,20/04/2023,4,Thursday,0,0
ORD002631,1938,20/04/2023,4,Thursday,0,0
ORD002635,1938,18/06/2023,6,Sunday,0,0
ORD002636,1938,27/06/2023,6,Tuesday,0,0
ORD002635,1938,18/06/2023,6,Sunday,0,0
ORD002638,1938,12/08/2023,8,Saturday,0,0
ORD002635,1938,18/06/2023,6,Sunday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002659,1939,17/05/2023,5,Wednesday,0,0
ORD002658,1939,10/05/2023,5,Wednesday,0,0
ORD002660,1939,11/06/2023,6,Sunday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002830,1988,29/05/2023,5,Monday,0,0
ORD002832,1988,27/06/2023,6,Tuesday,0,0
ORD002833,1988,28/06/2023,6,Wednesday,0,0
ORD002832,1988,27/06/2023,6,Tuesday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002926,2026,23/06/2023,6,Friday,0,0
ORD002920,2026,04/05/2023,5,Thursday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002658,1939,10/05/2023,5,Wednesday,0,0
ORD002661,1939,27/06/2023,6,Tuesday,0,0
ORD002752,1956,07/08/2023,8,Monday,0,0
ORD002746,1956,05/06/2023,6,Monday,0,0
ORD002745,1956,24/05/2023,5,Wednesday,0,0
ORD002745,1956,24/05/2023,5,Wednesday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002750,1956,23/06/2023,6,Friday,0,0
ORD002752,1956,07/08/2023,8,Monday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002800,1963,13/07/2023,7,Thursday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002829,1988,01/05/2023,5,Monday,0,0
ORD002829,1988,01/05/2023,5,Monday,0,0
ORD002833,1988,28/06/2023,6,Wednesday,0,0
ORD002832,1988,27/06/2023,6,Tuesday,0,0
ORD002832,1988,27/06/2023,6,Tuesday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002918,2026,20/04/2023,4,Thursday,0,0
ORD002921,2026,19/05/2023,5,Friday,0,0
ORD002921,2026,19/05/2023,5,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002924,2026,09/06/2023,6,Friday,0,0
ORD002918,2026,20/04/2023,4,Thursday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002929,2026,28/07/2023,7,Friday,0,0
ORD002924,2026,09/06/2023,6,Friday,0,0
ORD002930,2026,04/08/2023,8,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002831,1988,10/06/2023,6,Saturday,0,0
ORD002869,1997,15/04/2023,4,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002930,2026,04/08/2023,8,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD002926,2026,23/06/2023,6,Friday,0,0
ORD002921,2026,19/05/2023,5,Friday,0,0
ORD002926,2026,23/06/2023,6,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002973,2033,21/05/2023,5,Sunday,0,0
ORD002974,2033,06/07/2023,7,Thursday,0,0
ORD003150,2075,26/04/2023,4,Wednesday,0,0
ORD003150,2075,26/04/2023,4,Wednesday,0,0
ORD003155,2079,30/04/2023,4,Sunday,0,0
ORD003155,2079,30/04/2023,4,Sunday,0,0
ORD003156,2079,20/05/2023,5,Saturday,0,0
ORD003159,2079,06/08/2023,8,Sunday,0,0
ORD003156,2079,20/05/2023,5,Saturday,0,0
ORD003204,2088,04/08/2023,8,Friday,0,0
ORD003198,2088,04/05/2023,5,Thursday,0,0
ORD003204,2088,04/08/2023,8,Friday,0,0
ORD003203,2088,15/07/2023,7,Saturday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002798,1963,11/07/2023,7,Tuesday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002797,1963,04/05/2023,5,Thursday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002802,1963,13/08/2023,8,Sunday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002801,1963,11/08/2023,8,Friday,0,0
ORD002817,1967,29/11/2023,11,Wednesday,0,0
ORD002832,1988,27/06/2023,6,Tuesday,0,0
ORD002831,1988,10/06/2023,6,Saturday,0,0
ORD002834,1988,29/07/2023,7,Saturday,0,0
ORD002831,1988,10/06/2023,6,Saturday,0,0
ORD002973,2033,21/05/2023,5,Sunday,0,0
ORD002974,2033,06/07/2023,7,Thursday,0,0
ORD002974,2033,06/07/2023,7,Thursday,0,0
ORD003150,2075,26/04/2023,4,Wednesday,0,0
ORD003158,2079,11/06/2023,6,Sunday,0,0
ORD003204,2088,04/08/2023,8,Friday,0,0
ORD003200,2088,09/05/2023,5,Tuesday,0,0
ORD003203,2088,15/07/2023,7,Saturday,0,0
ORD003246,2099,14/04/2023,4,Friday,0,0
ORD003317,2129,20/04/2023,4,Thursday,0,0
ORD003317,2129,20/04/2023,4,Thursday,0,0
ORD003403,2165,24/06/2023,6,Saturday,0,0
ORD003438,2172,13/06/2023,6,Tuesday,0,0
ORD003438,2172,13/06/2023,6,Tuesday,0,0
ORD003453,2177,01/06/2023,6,Thursday,0,0
ORD003457,2178,05/08/2023,8,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002870,1997,24/06/2023,6,Saturday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002872,1999,29/05/2023,5,Monday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002918,2026,20/04/2023,4,Thursday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002923,2026,26/05/2023,5,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002926,2026,23/06/2023,6,Friday,0,0
ORD002927,2026,07/07/2023,7,Friday,0,0
ORD002925,2026,15/06/2023,6,Thursday,0,0
ORD002928,2026,14/07/2023,7,Friday,0,0
ORD003246,2099,14/04/2023,4,Friday,0,0
ORD003317,2129,20/04/2023,4,Thursday,0,0
ORD003317,2129,20/04/2023,4,Thursday,0,0
ORD003317,2129,20/04/2023,4,Thursday,0,0
ORD003385,2158,30/05/2023,5,Tuesday,0,0
ORD003386,2158,19/07/2023,7,Wednesday,0,0
ORD003403,2165,24/06/2023,6,Saturday,0,0
ORD003453,2177,01/06/2023,6,Thursday,0,0
ORD003456,2178,08/07/2023,7,Saturday,0,0
ORD003456,2178,08/07/2023,7,Saturday,0,0
ORD003457,2178,05/08/2023,8,Saturday,0,0
ORD003456,2178,08/07/2023,7,Saturday,0,0
ORD003457,2178,05/08/2023,8,Saturday,0,0
