customerId,itemName,value
1939,Haiko Baking Soda-40gm,1.0
1939,Prince Borhani-1000ml,1.0
1939,Prince Dubli Pulse-1kg,1.0
1939,Radhuni Kala Bhuna Masala 80gm,1.0
1939,Nan Optipro 4-350gm,1.0
1939,Lux Soft Skin Body Wash-245ml,1.0
1939,Chi. Mini Fans-CS109(4/23),1.0
1939,Radhuni Firni Mix-150,1.0
1939,Teer Sugar-1Kg,2.0
1939,Mixed Fruit Box - 250g,1.0
1939,Revlon Colorsilk Light G.Brown Color 5G,1.0
1939,Omega 3 Vitamin-E Egg-12pcs-T27,1.0
1939,Morium Speacial Date-1kg,1.0
1939,Wide S Nipple 2pcs S Hole L-22207,1.0
1939,Disposible Floss Tooth Picks-{BB-50006},2.0
1939,China Vacuum Cup-(4/23),1.0
1939,Saad Testy Bit Salt-100gm,1.0
1939,Baby S. Wide Neck Nipple AB-202MF2BC,1.0
1939,Rupchanda Soyabean-5Ltr,1.0
1939,Glucon-D Orange-Flavour-400g Jar,2.0
1939,Kelloggs Special Original- 290g,1.0
1939,SKB 3Layer Wok Glass Lid SS H-20cm,1.0
1939,Dolphin Nata De Coco Cup(All Flv.)-270ml,1.0
1939,Chia Seed (Dana) New-100g,1.0
1939,Prince Baking Powder-150g,1.0
1939,Kelloggs Special Original-455gm,1.0
1939,Vita Juice -250ml,2.0
1939,ACI Pure Salt-1Kg,2.0
1939,Omega 3 Enriched Egg-12pcs-T03,1.0
1939,Akher Sugar -1kg,2.0
1939,Mr. Noodles Korean S Spicy- 248gm,2.0
1939,Almarai Cream Cheese - 200gm,1.0
1939,Kiam Karai (Bakelite)-26cm,1.0
1939,China Knife(5/23),1.0
1956,Wheel Laundry Soap 125g,3.0
1956,Kewra / Rose Water,2.0
1956,Sun Chips Garlic & Chili 38g,2.0
1956,Garlic China Big-(kg),1.01
1956,Net Pumpkin (Jali Kumra)-Pc,1.0
1956,IGLOO Cake 1Ltr.,1.0
1956,Knorr Chefs CFCM-75g,1.0
1956,Cocola Chicken Noodles-180g,2.0
1956,Fresh Ins. Noodles Masala (B2G1)-496gm,1.0
1956,Olympic Nutty Biscuits 80g,1.0
1956,Chowa Gamsa-75,1.0
1956,Funtastic Pineapple-200g+Cho-167g(B3G1),1.0
1956,DR.West brush Original,1.0
1956,ACI Pure Salt-1Kg,2.0
1956,Haiko Kewra Essence- 25ml,1.0
1956,Radhuni Biriyani Masala-40g,1.0
1956,Rupchada Chinigura Rice 1kg,4.0
1956,Pepsodent Crcol & L Toothpowder-100g,1.0
1956,AD Ring Khata -300 Pages,2.0
1956,Banana Green Small-kg,0.63
1956,Savoy Ice Cream- 100ml (Shahi Kheer),1.0
1956,Vim Liquid Dish Wash-500ml,1.0
1956,Sav.Men soap 100gm,1.0
1956,Rin Advanced-500gm,1.0
1956,Bacha Boot Pulse 1Kg,1.0
1956,Chashi Aromatic Chinigura Rice-1Kg,3.0
1956,Kachki Shutki-100gm,1.0
1956,Chicken (Deshi),1.35
1956,Akher Sugar -2kg,1.0
1956,BFL Foil Container 6pcs-510ml,1.0
1956,Sprite-1.25 Lt(Pet),1.0
1956,Aquafina Drinking Water- 500ml,1.0
1956,Eggy Masala Noodles B2G1-400g,1.0
1956,Lux Velvent Glow Jasmine Soap-100gm,1.0
1956,Savoy Mango Ice Creem-1/2ltr,1.0
1956,Wheel 2in1 Clean & Fresh Powder-1Kg,2.0
1956,Cosco Soap-80gm,1.0
1956,Good Life Mozarella Cheese-370gm,1.0
1956,Mola Shutki-100gm,1.0
1956,Chicken (B-Skin Less),2.77
1956,Akher Sugar -1kg,4.0
1956,BFL Aluminium Foil 5 Miter,1.0
1956,Wheel Soap -100gm,3.0
1956,Rin Advanced-1000gm,1.0
1956,ACI Salt Bottle-750g,1.0
1956,Hot Pran Tomato Sauce-500gm,1.0
1956,Cock Roast (Deshi)-PC,2.0
1956,Shrimp Fish Bagda,0.61
1956,Vangon Fish(Big),0.72
1956,Green Papaya(kg),1.92
1956,Prince Super Vermichelli Semai-150gm,1.0
1956,Mirzapore Best Leaf-200gm,1.0
1956,HIT Mosquitoes Aerosol- 475ml (50TK Off),1.0
1956,Chowa Gamsa-521,1.0
1956,Center Fresh 20g,1.0
1956,Dan Cake-Fruit Cake 220gm,1.0
1956,Yupi Twin Burger-53,1.0
1956,Vaja Maskali Pulse-1kg,1.0
1956,Cumin-100g,1.0
1956,Vim Dishwashing Liquid- 500ml,1.0
1956,Arrow Toothbrush,1.0
1956,Pusti HT Noodles M-220gm B2G1,1.0
1956,Sun Chips Mix Masala-35gm,1.0
1956,C.N Chicken Sausage 300gm,1.0
1956,Vermicelli Samai-200gm,1.0
1956,Fun Vannilla cake,2.0
1956,Bounce Choco Cream Biscuits-32gm,3.0
1956,CBL Munchee Choco Kalo-100g,2.0
1956,Omega 3 Vitamin-E Egg-12pcs-T27,1.0
1956,Maggi Noodles Masala Taste-496g,1.0
1956,Yum Muffin Cake,4.0
1956,Bashundhara Maida-2kg,1.0
1956,Bactrol Liquid Hand Wash-200ml,1.0
1956,Oreo Choco Cream Biscuts-43.75gm,3.0
1953,Pran Soyabin Oil 500 ml,1.0
1953,ResQ-30,1.0
1953,Nutella 50 mg,2.0
1953,Data-Pc,2.0
1953,Peticot,1.0
1963,Barley Arrarot-200mg,1.0
1963,Musur Pulse Kangaroo -1Kg (sp),4.0
1963,R.Spices(Turmeric)200gm,1.0
1963,Cassia Leaf-100gm (Tespata),1.0
1963,Radhuni Chatpati Masala 50Gm,1.0
1963,Cinnamon-200g (Daruchine),1.0
1963,Special Chinigura Rice-1Kg,3.0
1963,Wheel Laundry Soap 125g,2.0
1963,Lizol Citrus-1000ml,1.0
1963,Radhuni Kasundi-285ml,1.0
1963,Jugol Chutney-300gm,2.0
1963,Revlon Colorsilk Soft Black Color 1WN,1.0
1963,Nivea Bodi Milk Shea Smooth- 400ml,1.0
1963,Pran Hot Tomato Sauce-340gm,1.0
1963,Onion Deshi(New)-kg,2.0
1963,Madina VIP Morium Dates -Kg(Loose),0.51
1963,Fry Chick Peas-200gm,1.0
1963,Safety Plus Floor Cleaner Lemon -1000ml,1.0
1963,AG Mini Chicken Singara-300g,1.0
1963,AG Mini Chicken Spring Roll-250g,1.0
1963,Ruchi Jhal Muri-30g,3.0
1963,IGLOO 1Ltr.(Choco Cheers),1.0
1963,Bas. Kitchen Towels 1Roll,1.0
1963,Mr.Energy Biscuits-85gm,1.0
1963,Lizol Floral -1000ml,1.0
1963,Radhuni Biriyani Masala-40g,1.0
1963,Rupchanda Soyabean-5Ltr,1.0
1963,Confume Hair Color 1N Black- 120gm,1.0
1963,AG Vegetable Spring Roll-400g,1.0
1963,Chicken Meat Ball-250gm,2.0
1963,Perfumed Facial Tissue - 200Sheet,3.0
1963,Mama Hot Noodles-496g,4.0
1963,R.Chanachur Bar-b-Q-500gm,1.0
1963,Prince Peanut-500gm Pack,1.0
1963,Teer Soyabean Oil-1Ltr,1.0
1963,Layerr Shot Red Stalion BS-135Ml,2.0
1963,Aarong Pasturized Liquid Milk-1Ltr Reg.,2.0
1963,CBL Munchee Stix Choc.Wafer,2.0
1963,F Clarks Ess 28ml(Vanilla),1.0
1963,F Clarks F Color 28ml(G),1.0
1963,Custard Powder-150g,1.0
1963,Naspati(kg),1.85
1963,Nivea Soft Berry Cream-50ml,1.0
1963,Prince Noli Toast-250g,1.0
1963,Wheel 2in1 Clean & Fresh Powder-1Kg,3.0
1963,Prince Dubli Pulse-1kg,2.0
1963,Chashi Aroma.Chinigura Rice-2kg,1.0
1963,Pran Mango Bar-10Pcs,1.0
1963,Vim Dishwashing Powder-500Gm,1.0
1963,Harpic 750ml Buy 2 Get 40tk Off,1.0
1963,Dark Fantasy Cho Fills-75g,1.0
1963,U.S.A Beauty Care Face Out Soap-120ml,1.0
1963,Chicken Samosa-250gm,1.0
1963,Fresh Refined Sugar-1000gm,2.0
1963,ACI Aerosol-250ml,1.0
1963,Whisper Ultra Nights Xl Pads,1.0
1963,Bio Active Lavello Lip Th-3.2g,1.0
1963,B.B Tazza Black Tea -400g,1.0
1963,Harpic Power-500ml,1.0
1963,Layerr Wottagirl Haven B Spray-135ml,1.0
1963,CBL Munchee butter Fingers-80g,1.0
1963,Pandan Kaya Bread- 225g,3.0
1963,Kazi Chicken Samosa-250g,1.0
1963,Bashundhara Gold Toilet Tissue,1.0
1963,Bashu Facial Tissue 240Sheet,3.0
1963,Sepnil Hand Wash Refil-170ml,1.0
1963,Seylon Family Bland Tea- 400g,2.0
1963,Aarong Sweet Yogurt-500gm,1.0
1963,Sajeeb Tomato Ketchup(340G),1.0
1963,Puck Cream - 160gm,1.0
1963,Farm Fresh Butter-200gm Box (50X4pcs),1.0
1963,Ruchi Puffed Rice-400gm,1.0
1963,Aarong Yogurt Sour Curd-500gm,1.0
1963,Fresh Toilet Value Pack 4 Pcs,1.0
1963,Lattafa Air Freshener-300ml (Pure Oudi),1.0
1963,Ifad Stick Toast-350g,2.0
1963,Olympic Nutty Biscuits 80g,1.0
1963,Black Fighter Max 10pis b,2.0
1963,China Fry Pan-26cm (5/23),1.0
1963,Madina VIP Morium Dates-500gm,1.0
1963,AG Spicy Chicken Sausages-340g,1.0
1963,GH Chicken Meat Ball 400g,1.0
1963,Red Chira -500gm,1.0
1963,Kath Badam-50gm,2.0
1963,Colgate Max Fresh Toothpaste- 100ml All,1.0
1988,Potato Bogura-1kg,0.94
1988,Snack Guard (Chichinga)-kg,1.19
1988,Ch. Cookware-28cm(05/23),1.0
1988,Al- Ans SUGAI Dates kg-(Loose),0.55
1988,China Singal Bati BJ2327 (4/23),2.0
1988,Ch. Water Pot-1000ml(05/23),1.0
1988,China Glass Stand (5/23),1.0
1988,Brinjal (Oval) Big-kg,0.99
1988,Sweet Pumpkin(kg),1.02
1988,Fogg Fine RIo Wave-120ml,1.0
1988,Ch Water Pot M- (4/23),1.0
1988,Ch.Lead Knob JM-8016(5/23),1.0
1988,Ch. Cutting Board(05/23),1.0
1988,Shan Chaat Masala-100gm,1.0
1988,Cow Lever-K,0.53
1988,Almas Pray Tupi- 06,2.0
1988,Ch.Hanger 5 Pcs Set-6106 (4/23),1.0
1988,Watermelon Banglalink - Kg,3.97
1988,China PVC Ball (5/23),1.0
1988,Al-Ansar Sukkaria Dates- kg(Loose),0.89
1988,Odonil Air Freshner-50g Combo (40 OFF),1.0
1988,Ma SS Glass -501,2.0
1997,Vim Bar Lemon-125gm,4.0
1997,Sensodyne Rapid Relief Toothpaste-80g,1.0
1997,Brinjal Oval ( Tal Begun ) -kg,0.95
1997,Fanta orange-1L,1.0
1997,Mango Himsagor (Special)-kg,1.19
1997,Greens(Data Shak)-Pc,3.0
1997,Pran Orange Jelly-500g,1.0
1997,Belleame Choco Little Biscuit-45gm,2.0
1997,C.N Chicken Sausage 300gm,1.0
1997,Chupa Chups Can-345ml,1.0
1997,Good Life Mozarella Cheese-370gm,1.0
1997,Dark Fantasy Cho Fills-75g,2.0
1997,Maggi Noodles Masala Taste-496g,1.0
1997,Jodi Chicken Sausage-300g,1.0
1997,Dano Instant -500g Pack,1.0
1997,Kolson Macarony-200gm All Flv.,3.0
1997,Hit Chalk-1pcs,2.0
1997,White bread Big-500gm,1.0
1997,MP Baby Hair Clip -52,1.0
1997,Mango Langra,2.3
1997,Finis Insect Powder-40g,1.0
1997,Fanta Soft Drink- 600ml,1.0
1997,Sensodyne Toothbrush (Buy 2 Get 1),2.0
1997,Chicken Nuggets-250g (Box & Poly),1.0
1997,Mango Rupali (Special)-kg,2.48
1999,D.Lexus Vegetable-240g,1.0
1999,Pran Mix Fruit Jam-500g,1.0
1999,Cock Roast (Deshi)-PC,2.0
1999,Shole Fish Big (THR),1.02
1999,Gulsha Fish(Small)-(HB),0.74
1999,Prince Jhal Toast-350gm,1.0
1999,CP Chicken Nugget-320g,1.0
1999,Chicken Tikka Kabab-10Pcs,1.0
1999,Lexus Veg.Cracker Biscuit-240g,1.0
1999,Vim Bar Lemon-125gm,4.0
1999,Olympic Tim Tim Orange Bis-272g,1.0
1999,Prosperity Nodles Carrot,1.0
1999,Radhuni Fish Cury Masla-100g,1.0
1999,Remia Garlic (All)-250ml,1.0
1999,Minister One Wash Detergent Lemon-500gm,2.0
1999,Pabda Fish (Small) (HB),0.66
2026,Cinnamon-100g (Daruchine),1.0
2026,Teer Sugar-1Kg,2.0
2026,Food Grade Colour-50g,1.0
2026,Mace (Jotric) -50g,1.0
2026,Lifebuoy Health Soap (Mild) Care-100g,2.0
2026,Mixed Masalla-100gm,2.0
2026,Teer Soya Oil 2Lt(Bottle),1.0
2026,Mediplus Gel Paste-100gm,1.0
2026,CBL Munchee Vanilla Wafer-50g,1.0
2026,Golda Fish XL,0.97
2026,Brinjal Long (Thin)-kg,0.26
2026,Usta(kg),0.39
2026,Coca Cola-2.25Lt(Pet),1.0
2026,Lassa Special Semai-500g(Pkt),2.0
2026,Pesta Nut-50g,1.0
2026,Super Refined Naphthalene +/- 200g,1.0
2026,R.Chanachur Premium Mix-200g,2.0
2026,White bread Small-300gm,1.0
2026,Ch.S.Kitchen Chimta (5/23),1.0
2026,Radhuni Garam Masala-40gm,2.0
2026,Hot Pran Tomato Sauce-500gm,3.0
2026,Prince Ovaltin Cake(B),2.0
2026,Shrimp Fish( Galda Small)-(TR),1.05
2026,Kachki Fish (THR),0.45
2026,Foli Fish,2.67
2026,Ladies Finger (Vendi)-kg,0.96
2026,London Boy Vest S / M / L -08,2.0
2026,Coriander Leaf Pcs-100gm,1.0
2026,Lifebuoy Handwash Lemon Fresh-200ml,1.0
2026,Musur Pulse Kangaroo -1Kg (sp),1.0
2026,Black Pepper(Chili)-50g,2.0
2026,Nut Meg 50g(Joy Fall),2.0
2026,Pistachion-50gm(Pasta Dana),1.0
2026,CBL Munchee Cream Chocolate Wafer-200g,1.0
2026,Chepa Shutki-100gm,2.0
2026,Shole Fish Big (THR),2.44
2026,Hilsha Fish(Small)-Pcs(Sajah),2.0
2026,Tomato L.C(kg),0.48
2026,Green Chilli(kg),0.72
2026,London Boy Vest M-18,2.0
2026,Aarong Yogurt Sour Curd-500gm,1.0
2026,Ch Silicone Brush Set-88(5/23),1.0
2026,Pusti Deshi Red Lentils(Mushur Dal) -1Kg,1.0
2026,Golden Raising-100gm(Kismis),3.0
2026,Radhuni Kachchi Biriyani Masala-40g,1.0
2026,Garlic China Big-(kg),1.03
2026,Apple Green,0.79
2026,Nivea Creme - 30ml,1.0
2026,CBL Munchee Lemon Wafer-100g,3.0
2026,Pigeon-1PC,4.0
2026,Eel Fish( Bayng)-Big (HB),1.01
2026,Tomato Sour Deshi-B (kg),1.01
2026,Super Refined Naphthalene +/- 50P,2.0
2026,China Spoon 6pcs Set(05/23),1.0
2026,Fruit Jam(Morobba)-200g,1.0
2026,ACI Pure Salt-1Kg,1.0
2026,Bacha Boot Pulse 1Kg,2.0
2026,Ayir Fish (Big)-(HB),1.88
2026,Hilsha Fish-XL-(MNK)-Pcs,2.0
2026,Bath Sponge (Dhundul)-kg,0.53
2026,Fanta orange-1L,1.0
2026,China Cloth Clip 16.P Set (5/23),1.0
2026,Cassia Leaf-100gm (Tespata),1.0
2026,Teer Soyabean Oil-1Ltr,1.0
2026,Mediplus DS Toothpest-90g,1.0
2026,Madina VIP Morium Dates -Kg(Loose),0.38
2026,Kachki Shutki-100gm,1.0
2026,Prince Fresh Eggs Red (12Pcs Box),1.0
2026,Bele Fish (Big)-(MNK),3.37
2026,Capsicum Green,0.42
2026,Aquafina Drinking Water- 500ml,1.0
2026,Milk Bread Small-300gm,1.0
2026,Hide & Seek BiscuitsChoco chip C.Sandwiches 120g,1.0
2026,Mango Himsagor-kg,2.5
2033,Wheel 2in1 Clean & Fresh Powder-1Kg,1.0
2033,Teer Sugar-1Kg,2.0
2033,Potato Deshi New-1kg,2.06
2033,B Toilet Tissue Extra Saving Pack 4Rolls,1.0
2033,Fresh Maida-2kg,1.0
2033,Radhuni Mejbani Beef masala-68g,1.0
2033,Aarong Sour Yogurt-500gm,1.0
2033,Boal Fish Small (HB),1.26
2033,Musur Pulse Kangaroo -1Kg (sp),1.0
2033,Savory Kala Bhuna Masala-80gm,1.0
2033,White Pepper(Chili)-50g,1.0
2033,Dried Chilli-200gPkt,1.0
2033,Puti Fish (Deshi) (HB),0.64
2033,Kachki Fish (THR),0.56
2033,Perfumed Facial Tissue - 200Sheet,1.0
2033,Universe Khata Spiral-200page,2.0
2033,Pure it Micro Fiber Mesh,1.0
2033,Garlic China Big-(kg),0.43
2033,Onion Deshi(New)-kg,3.99
2033,Shole Fish Big (THR),0.96
2033,Prodentalb Precision Toothbrush,1.0
2033,Rui Fish-M-(MNK),2.55
2033,Fresh Atta-2kg,2.0
2075,Chicken Deshi Cock (Live),2.0
2075,GH Spicy Chicken Sausage-340gm,1.0
2075,Mirzapore Best Leaf-200gm,1.0
2075,Diploma Milk Powder-500g,1.0
2075,GH Chicken Nuggets-300gm,1.0
2075,Special Quality Biscuit 400g Pot (Bk),1.0
2079,Frutika Mango Fruit Drink-200ml,2.0
2079,Baqarah Pasteurized Milk- 1L,4.0
2079,Aarong Sliced Cheese Peri Peri-204g,1.0
2079,Queens Custard Bread- 90g,4.0
2079,China Floor Mat (4/23),1.0
2079,Prince Cream Bread Bon,2.0
2079,Morium Special Dates-Kg(Loose),1.15
2079,Raisin Sesame Bread- 320g,1.0
2079,Grapes (Red),0.53
2079,Burger Bread 2pcs Pack,1.0
2079,Discovery Vite 400gm - B1G1,1.0
2079,Milk Vita Liquid Milk-1Ltr,2.0
2079,CBL Munchee Vanilla Wafer-50g,1.0
2079,Queens Burger Bread (BUN)- 250g,1.0
2079,Mini Burger Bread-4pcs 160gm,1.0
2079,Quality Premiun Paratha 20Pcs-1300g,1.0
2079,Madina VIP Morium Dates-500gm,1.0
2079,Bisk Club Potata Biscuit- 100g,2.0
2079,Snickers -50gm(Buy 2 Get 1 Free),1.0
2088,Roja Shrimp Sticks- 240g,1.0
2088,Cabbage-Pc,1.0
2088,Nescafe Classic Jar-25gm,1.0
2088,China Soft Ball (4/23),1.0
2088,UHT Chocolate Milk-200ml,3.0
2088,Cucumber Deshi (kg),0.92
2088,Arla Sandwich Slice- 200gm,1.0
2088,Jhatpot Mini Samosa-250gm Chicken,1.0
2088,Beef Bone Full,1.4
2088,Yardly Perf.Talc Powder-250gm,1.0
2088,Chicken Spring Roll - 250gm,1.0
2088,Roja Shrimp Samosa - 240gm,2.0
2088,Green Mango(kg),3.95
2088,KurKure Naughty Tomato 37gm,1.0
2088,Sajeeb Kolson Vermicelli Semai (B2G1),1.0
2088,Madina VIP Morium Dates -Kg(Loose),1.26
2088,Prince Plain Cake(B),1.0
2088,Sufia Comb-07,1.0
2088,Thai Papaya Ripe Red Lady,0.91
2088,Mango Langra,3.19
2088,Queens Burger Bread (BUN)- 250g,1.0
2088,Sweet Pumpkin(kg),0.94
1967,Piller,2.0
