order_id,itemName,value
ORD002638,Poa Fish Small-(Deshi),1
ORD002638,Prince Square Toast-250gm,1
ORD002638,Quaker Whole Oats- 700g,1
ORD002638,Rin Liquid-400ml,1
ORD002635,CBL Munchee Choco.Mo Biscuits-90g,1
ORD002635,China Jhilmil Majuni (4/23),1
ORD002635,Dan Cake-Chocolate Swiss Roll 200gm,1
ORD002635,Farm Fresh Butter-200gm Box (50X4pcs),1
ORD002635,Organikare(Orange Hand Wash +Refil)Combo,1
ORD002635,Ramisa-Jhinuk Pitha Box-250gm,1
ORD002635,Ramisa-Nakshi Pitha Box-4 Pcs,1
ORD002635,RD Chocolate Milk -200ml,1
ORD002635,RD Milk Strawberry-200ml,1
ORD002635,Vim Dishwashing Liquid- 500ml,1
ORD002635,Wheel 2in1 Clean & Fresh Powder-1Kg,1
ORD002635,White bread Small-300gm,1
ORD002634,Aarong Ghee 200g,1
ORD002634,Amon Rice -Kg (Lose),1
ORD002634,Beef Bone Full,1
ORD002634,Cow Lever-K,1
ORD002634,Fresh Beet-Kg,1
ORD002634,Fresh Ins. Noodles Masala (B2G1)-496gm,1
ORD002634,Harpic 1Ltr + Lizol 1Ltr -60TK Off,1
ORD002634,Radhuni Musterd Oil 250ml,1
ORD002634,Revive Powder Sun Block-200gm,1
ORD002634,Rupchanda(Small) (THR),1
ORD002462,Akher Sugar -1kg,1
ORD002462,G H. Chicken Shami Kabab - 250gm,1
ORD002462,Garlic China Big-(kg),1
ORD002462,Marks FCMP-1Kg(F.Pack),1
ORD002462,Milk Vita Liquid Milk-1Ltr,1
ORD002462,Mug Pulse (Sona)-1kg,1
ORD002462,Onion Deshi(New)-kg,1
ORD002462,Pusti Deshi Red Lentils(Mushur Dal) -1Kg,1
ORD002462,Sunshine Muri-500gm,1
ORD002462,Sunsilk Black Shine Shampoo-330ml,1
ORD002462,Sunsilk conditioner Perfect Straight-80m,1
ORD002462,Teer Fortified Soyabean Oil 3Ltr,1
ORD002631,Alu Bukhra-100g,1
ORD002631,Blue Lady Deo Roll-On 50ml (Rasasi),1
ORD002631,Chopstick Desi/Yumy Masala Noodles-4pack,1
ORD002631,Gluco Max D- 400g,1
ORD002631,Golden Raising-100gm(Kismis),1
ORD002631,Kath Badam-100g,1
ORD002631,Mixed Masalla-100gm,1
ORD002631,Prince Cone Mehedi,1
ORD002620,China Football-(5/23),1
ORD002620,Fair&Lovely Ayurvedic Care Cream-50g,1
ORD002620,Himalaya Anti-Dandruff S&M Shampoo-375ml,1
ORD002661,ACI Pure Salt-1Kg,1
ORD002661,Almarai Cream Cheese - 200gm,1
ORD002661,Alu Bukhra-100g,1
ORD002661,Baby S. Wide Neck Nipple AB-202MF2BC,1
ORD002661,Bit Salt Powder- 80g Bottle,1
ORD002661,Chat Masala-40gm,1
ORD002661,Chia Seed (Dana) New-100g,1
ORD002661,China Knife(5/23),1
ORD002661,Disposible Floss Tooth Picks-{BB-50006},1
ORD002661,Dolphin Nata De Coco Cup(All Flv.)-270ml,1
ORD002661,Dream Food Colour(Blue)-28ml,1
ORD002661,Feeding Bottle Wash-700ml(BF-200),1
ORD002661,Foster Baking Powder-110g,1
ORD002661,Kolson Vermicelli-200g,1
ORD002661,Mixed Fruit Box - 250g,1
ORD002661,R.Spices(Turmeric)200gm,1
ORD002661,Radhuni Firni Mix-150,1
ORD002661,Radhuni Kala Bhuna Masala 80gm,1
ORD002661,Radhuni Korma Masala- 30gm,1
ORD002661,Radhuni Mejbani Beef masala-68g,1
ORD002661,Revlon Colorsilk Light G.Brown Color 5G,1
ORD002661,Rupchanda Soyabean-5Ltr,1
ORD002661,Saad Testy Bit Salt-100gm,1
ORD002661,SKB 3Layer Wok Glass Lid SS H-20cm,1
ORD002661,Teer Sugar-1Kg,1
ORD002661,Vita Juice -250ml,1
ORD002637,Cadbury Dairy Milk Roast Almond-58g,1
ORD002637,Cadbury Dairy Milk Silk Hazelnut-58g,1
ORD002637,CBL Munchee Chunky Choc-90g,1
ORD002637,RD Milk Banana-200ml,1
ORD002750,ACI Pure Salt-1Kg,1
ORD002750,Akher Sugar -2kg,1
ORD002750,Bacha Boot Pulse 1Kg,1
ORD002750,Bactrol Liquid Hand Wash-200ml,1
ORD002750,Bashundhara Maida-2kg,1
ORD002750,Chicken (B-Skin Less),1
ORD002750,Chicken (Deshi),1
ORD002750,Cumin-100g,1
ORD002750,Haiko Kewra Essence- 25ml,1
ORD002750,Radhuni Biriyani Masala-40g,1
ORD002750,Rin Advanced-500gm,1
ORD002750,Vaja Maskali Pulse-1kg,1
ORD002750,Vim Dishwashing Liquid- 500ml,1
ORD002750,Wheel 2in1 Clean & Fresh Powder-1Kg,1
ORD002750,Wheel Laundry Soap 125g,1
ORD002750,Yupi Twin Burger-53,1
ORD002746,Chowa Gamsa-521,1
ORD002746,Chowa Gamsa-75,1
ORD002746,Hot Pran Tomato Sauce-500gm,1
ORD002746,Kewra / Rose Water,1
ORD002746,Mola Shutki-100gm,1
ORD002746,Omega 3 Vitamin-E Egg-12pcs-T27,1
ORD002746,Shrimp Fish Bagda,1
ORD002746,Vangon Fish(Big),1
ORD002747,Arrow Toothbrush,1
ORD002747,C.N Chicken Sausage 300gm,1
ORD002747,Good Life Mozarella Cheese-370gm,1
ORD002747,Kachki Shutki-100gm,1
ORD002747,Savoy Mango Ice Creem-1/2ltr,1
ORD002747,Sun Chips Garlic & Chili 38g,1
ORD002747,Sun Chips Mix Masala-35gm,1
ORD002752,Banana Green Small-kg,1
ORD002752,Bounce Choco Cream Biscuits-32gm,1
ORD002752,CBL Munchee Choco Kalo-100g,1
ORD002752,Chashi Aromatic Chinigura Rice-1Kg,1
ORD002752,Dan Cake-Fruit Cake 220gm,1
ORD002752,Garlic China Big-(kg),1
ORD002752,Green Papaya(kg),1
ORD002752,Net Pumpkin (Jali Kumra)-Pc,1
ORD002752,Oreo Choco Cream Biscuts-43.75gm,1
ORD002751,ACI Salt Bottle-750g,1
ORD002751,Cocola Chicken Noodles-180g,1
ORD002751,Cosco Soap-80gm,1
ORD002751,DR.West brush Original,1
ORD002751,IGLOO Cake 1Ltr.,1
ORD002751,Knorr Chefs CFCM-75g,1
ORD002751,Lux Velvent Glow Jasmine Soap-100gm,1
ORD002751,Mirzapore Best Leaf-200gm,1
ORD002751,Pusti HT Noodles M-220gm B2G1,1
ORD002751,Rin Advanced-1000gm,1
ORD002751,Sav.Men soap 100gm,1
ORD002751,Savoy Ice Cream- 100ml (Shahi Kheer),1
ORD002751,Wheel 2in1 Clean & Fresh Powder-1Kg,1
ORD002751,Wheel Soap -100gm,1
ORD002753,Cock Roast (Deshi)-PC,1
ORD002753,Fresh Ins. Noodles Masala (B2G1)-496gm,1
ORD002753,HIT Mosquitoes Aerosol- 475ml (50TK Off),1
ORD002753,Pepsodent Crcol & L Toothpowder-100g,1
ORD002753,Rupchada Chinigura Rice 1kg,1
ORD002745,AD Ring Khata -300 Pages,1
ORD002745,Akher Sugar -1kg,1
ORD002745,Center Fresh 20g,1
ORD002745,Fun Vannilla cake,1
ORD002745,Maggi Noodles Masala Taste-496g,1
ORD002745,Olympic Nutty Biscuits 80g,1
ORD002745,Vim Liquid Dish Wash-500ml,1
ORD002745,Yum Muffin Cake,1
ORD002748,Eggy Masala Noodles B2G1-400g,1
ORD002748,Funtastic Pineapple-200g+Cho-167g(B3G1),1
ORD002748,Sprite-1.25 Lt(Pet),1
ORD002657,Nan Optipro 4-350gm,1
ORD002657,Pedia Sure (Vanilla Flavour) Milk -400g,1
ORD002657,Prince Borhani-1000ml,1
ORD002657,Prince Dubli Pulse-1kg,1
ORD002658,Akher Sugar -1kg,1
ORD002658,Chi. Mini Fans-CS109(4/23),1
ORD002658,China Vacuum Cup-(4/23),1
ORD002658,Haiko Baking Soda-40gm,1
ORD002658,Kiam Karai (Bakelite)-26cm,1
ORD002658,Lux Soft Skin Body Wash-245ml,1
ORD002658,Prince Baking Powder-150g,1
ORD002658,Wide S Nipple 2pcs S Hole L-22207,1
ORD002729,Nutella 50 mg,1
ORD002729,Pran Soyabin Oil 500 ml,1
ORD002730,Data-Pc,1
ORD002730,Peticot,1
ORD002730,ResQ-30,1
ORD002744,Aquafina Drinking Water- 500ml,1
ORD002744,BFL Aluminium Foil 5 Miter,1
ORD002744,BFL Foil Container 6pcs-510ml,1
ORD002744,Prince Super Vermichelli Semai-150gm,1
ORD002744,Vermicelli Samai-200gm,1
ORD002800,Barley Arrarot-200mg,1
ORD002800,Custard Powder-150g,1
ORD002800,Dark Fantasy Cho Fills-75g,1
ORD002800,F Clarks Ess 28ml(Vanilla),1
ORD002800,F Clarks F Color 28ml(G),1
ORD002800,Fry Chick Peas-200gm,1
ORD002800,IGLOO 1Ltr.(Choco Cheers),1
ORD002800,Layerr Shot Red Stalion BS-135Ml,1
ORD002800,Naspati(kg),1
ORD002800,Nivea Soft Berry Cream-50ml,1
ORD002800,R.Chanachur Bar-b-Q-500gm,1
ORD002800,R.Spices(Turmeric)200gm,1
ORD002800,Revlon Colorsilk Soft Black Color 1WN,1
ORD002800,Sepnil Hand Wash Refil-170ml,1
ORD002801,AG Mini Chicken Singara-300g,1
ORD002801,AG Mini Chicken Spring Roll-250g,1
ORD002801,Black Fighter Max 10pis b,1
ORD002801,China Fry Pan-26cm (5/23),1
ORD002801,Colgate Max Fresh Toothpaste- 100ml All,1
ORD002801,Farm Fresh Butter-200gm Box (50X4pcs),1
ORD002801,Fresh Refined Sugar-1000gm,1
ORD002801,Fresh Toilet Value Pack 4 Pcs,1
ORD002801,GH Chicken Meat Ball 400g,1
ORD002801,Musur Pulse Kangaroo -1Kg (sp),1
ORD002801,Perfumed Facial Tissue - 200Sheet,1
ORD002801,Pran Hot Tomato Sauce-340gm,1
ORD002801,Radhuni Biriyani Masala-40g,1
ORD002801,Radhuni Chatpati Masala 50Gm,1
ORD002801,Safety Plus Floor Cleaner Lemon -1000ml,1
ORD002801,Wheel 2in1 Clean & Fresh Powder-1Kg,1
ORD002659,Morium Speacial Date-1kg,1
ORD002659,Omega 3 Enriched Egg-12pcs-T03,1
ORD002659,Omega 3 Vitamin-E Egg-12pcs-T27,1
ORD002799,Cassia Leaf-100gm (Tespata),1
ORD002799,Prince Noli Toast-250g,1
ORD002799,Special Chinigura Rice-1Kg,1
ORD002797,Aarong Pasturized Liquid Milk-1Ltr Reg.,1
ORD002797,Aarong Yogurt Sour Curd-500gm,1
ORD002797,ACI Aerosol-250ml,1
ORD002797,AG Vegetable Spring Roll-400g,1
ORD002797,Bashu Facial Tissue 240Sheet,1
ORD002797,Bashundhara Gold Toilet Tissue,1
ORD002797,Chicken Samosa-250gm,1
ORD002797,Cinnamon-200g (Daruchine),1
ORD002797,Confume Hair Color 1N Black- 120gm,1
ORD002797,Harpic Power-500ml,1
ORD002797,Lattafa Air Freshener-300ml (Pure Oudi),1
ORD002797,Lizol Floral -1000ml,1
ORD002797,Madina VIP Morium Dates -Kg(Loose),1
ORD002797,Nivea Bodi Milk Shea Smooth- 400ml,1
ORD002797,Onion Deshi(New)-kg,1
ORD002797,Prince Peanut-500gm Pack,1
ORD002797,Radhuni Kasundi-285ml,1
ORD002797,Ruchi Jhal Muri-30g,1
ORD002797,Teer Soyabean Oil-1Ltr,1
ORD002797,U.S.A Beauty Care Face Out Soap-120ml,1
ORD002797,Vim Dishwashing Powder-500Gm,1
ORD002798,AG Spicy Chicken Sausages-340g,1
ORD002798,Chicken Meat Ball-250gm,1
ORD002798,Harpic 750ml Buy 2 Get 40tk Off,1
ORD002798,Kazi Chicken Samosa-250g,1
ORD002798,Lizol Citrus-1000ml,1
ORD002798,Puck Cream - 160gm,1
ORD002798,Rupchanda Soyabean-5Ltr,1
ORD002798,Sajeeb Tomato Ketchup(340G),1
ORD002798,Seylon Family Bland Tea- 400g,1
ORD002798,Wheel Laundry Soap 125g,1
ORD002802,Aarong Sweet Yogurt-500gm,1
ORD002802,B.B Tazza Black Tea -400g,1
ORD002802,Bas. Kitchen Towels 1Roll,1
ORD002802,Bio Active Lavello Lip Th-3.2g,1
ORD002802,CBL Munchee butter Fingers-80g,1
ORD002802,CBL Munchee Stix Choc.Wafer,1
ORD002802,Chashi Aroma.Chinigura Rice-2kg,1
ORD002802,Ifad Stick Toast-350g,1
ORD002802,Jugol Chutney-300gm,1
ORD002802,Kath Badam-50gm,1
ORD002802,Layerr Wottagirl Haven B Spray-135ml,1
ORD002802,Madina VIP Morium Dates-500gm,1
ORD002802,Mama Hot Noodles-496g,1
ORD002802,Mr.Energy Biscuits-85gm,1
ORD002802,Olympic Nutty Biscuits 80g,1
ORD002802,Pandan Kaya Bread- 225g,1
ORD002802,Pran Mango Bar-10Pcs,1
ORD002802,Prince Dubli Pulse-1kg,1
ORD002802,Red Chira -500gm,1
ORD002802,Ruchi Puffed Rice-400gm,1
ORD002802,Whisper Ultra Nights Xl Pads,1
ORD002660,Glucon-D Orange-Flavour-400g Jar,1
ORD002660,Kelloggs Special Original- 290g,1
ORD002660,Kelloggs Special Original-455gm,1
ORD002660,Mr. Noodles Korean S Spicy- 248gm,1
ORD002834,Al-Ansar Sukkaria Dates- kg(Loose),1
ORD002834,Almas Pray Tupi- 06,1
ORD002834,China PVC Ball (5/23),1
ORD002834,Potato Bogura-1kg,1
ORD002829,Brinjal (Oval) Big-kg,1
ORD002829,Snack Guard (Chichinga)-kg,1
ORD002829,Sweet Pumpkin(kg),1
ORD002829,Watermelon Banglalink - Kg,1
ORD002833,Ch. Cookware-28cm(05/23),1
ORD002833,Ch. Water Pot-1000ml(05/23),1
ORD002833,Fogg Fine RIo Wave-120ml,1
ORD002833,Odonil Air Freshner-50g Combo (40 OFF),1
ORD002870,Belleame Choco Little Biscuit-45gm,1
ORD002870,Brinjal Oval ( Tal Begun ) -kg,1
ORD002870,C.N Chicken Sausage 300gm,1
ORD002870,Chicken Nuggets-250g (Box & Poly),1
ORD002870,Chupa Chups Can-345ml,1
ORD002870,Dano Instant -500g Pack,1
ORD002870,Dark Fantasy Cho Fills-75g,1
ORD002870,Fanta orange-1L,1
ORD002870,Finis Insect Powder-40g,1
ORD002870,Greens(Data Shak)-Pc,1
ORD002870,Hit Chalk-1pcs,1
ORD002870,Jodi Chicken Sausage-300g,1
ORD002870,Kolson Macarony-200gm All Flv.,1
ORD002870,Maggi Noodles Masala Taste-496g,1
ORD002870,Mango Himsagor (Special)-kg,1
ORD002870,Mango Langra,1
ORD002870,Mango Rupali (Special)-kg,1
ORD002870,MP Baby Hair Clip -52,1
ORD002870,Pran Orange Jelly-500g,1
ORD002870,Sensodyne Rapid Relief Toothpaste-80g,1
ORD002870,Sensodyne Toothbrush (Buy 2 Get 1),1
ORD002870,Vim Bar Lemon-125gm,1
ORD002870,White bread Big-500gm,1
ORD002872,Chicken Tikka Kabab-10Pcs,1
ORD002872,Cock Roast (Deshi)-PC,1
ORD002872,CP Chicken Nugget-320g,1
ORD002872,D.Lexus Vegetable-240g,1
ORD002872,Gulsha Fish(Small)-(HB),1
ORD002872,Lexus Veg.Cracker Biscuit-240g,1
ORD002872,Minister One Wash Detergent Lemon-500gm,1
ORD002872,Olympic Tim Tim Orange Bis-272g,1
ORD002872,Pabda Fish (Small) (HB),1
ORD002872,Pran Mix Fruit Jam-500g,1
ORD002872,Prince Jhal Toast-350gm,1
ORD002872,Prosperity Nodles Carrot,1
ORD002872,Radhuni Fish Cury Masla-100g,1
ORD002872,Remia Garlic (All)-250ml,1
ORD002872,Shole Fish Big (THR),1
ORD002872,Vim Bar Lemon-125gm,1
ORD002928,ACI Pure Salt-1Kg,1
ORD002928,Bele Fish (Big)-(MNK),1
ORD002928,Capsicum Green,1
ORD002928,Ch Silicone Brush Set-88(5/23),1
ORD002928,Cinnamon-100g (Daruchine),1
ORD002928,Foli Fish,1
ORD002928,Garlic China Big-(kg),1
ORD002928,Golda Fish XL,1
ORD002928,Golden Raising-100gm(Kismis),1
ORD002928,Mediplus DS Toothpest-90g,1
ORD002928,Nivea Creme - 30ml,1
ORD002928,Radhuni Garam Masala-40gm,1
ORD002928,Teer Sugar-1Kg,1
ORD002928,Usta(kg),1
ORD002830,Al- Ans SUGAI Dates kg-(Loose),1
ORD002832,Ch Water Pot M- (4/23),1
ORD002832,Ch.Lead Knob JM-8016(5/23),1
ORD002832,China Glass Stand (5/23),1
ORD002832,China Singal Bati BJ2327 (4/23),1
ORD002832,Ma SS Glass -501,1
ORD002832,Shan Chaat Masala-100gm,1
ORD002923,Black Pepper(Chili)-50g,1
ORD002923,CBL Munchee Lemon Wafer-100g,1
ORD002923,CBL Munchee Vanilla Wafer-50g,1
ORD002923,Chepa Shutki-100gm,1
ORD002923,Food Grade Colour-50g,1
ORD002923,Hot Pran Tomato Sauce-500gm,1
ORD002923,Kachki Shutki-100gm,1
ORD002923,Musur Pulse Kangaroo -1Kg (sp),1
ORD002923,Nut Meg 50g(Joy Fall),1
ORD002923,Pesta Nut-50g,1
ORD002923,Shole Fish Big (THR),1
ORD002923,Shrimp Fish( Galda Small)-(TR),1
ORD002923,Tomato Sour Deshi-B (kg),1
ORD002926,Ayir Fish (Big)-(HB),1
ORD002926,Bath Sponge (Dhundul)-kg,1
ORD002926,Coriander Leaf Pcs-100gm,1
ORD002926,Green Chilli(kg),1
ORD002926,Ladies Finger (Vendi)-kg,1
ORD002926,Mace (Jotric) -50g,1
ORD002926,Pigeon-1PC,1
ORD002920,Lifebuoy Health Soap (Mild) Care-100g,1
ORD002920,Teer Soyabean Oil-1Ltr,1
ORD002918,Aquafina Drinking Water- 500ml,1
ORD002918,Cassia Leaf-100gm (Tespata),1
ORD002918,Lassa Special Semai-500g(Pkt),1
ORD002918,Madina VIP Morium Dates -Kg(Loose),1
ORD002918,Mixed Masalla-100gm,1
ORD002918,Pistachion-50gm(Pasta Dana),1
ORD002918,Radhuni Kachchi Biriyani Masala-40g,1
ORD002921,London Boy Vest S / M / L -08,1
ORD002921,Mediplus Gel Paste-100gm,1
ORD002921,Teer Soya Oil 2Lt(Bottle),1
ORD002925,Aarong Yogurt Sour Curd-500gm,1
ORD002925,Brinjal Long (Thin)-kg,1
ORD002925,CBL Munchee Cream Chocolate Wafer-200g,1
ORD002925,Ch.S.Kitchen Chimta (5/23),1
ORD002925,China Cloth Clip 16.P Set (5/23),1
ORD002925,China Spoon 6pcs Set(05/23),1
ORD002925,Fruit Jam(Morobba)-200g,1
ORD002925,Hide & Seek BiscuitsChoco chip C.Sandwiches 120g,1
ORD002925,Hilsha Fish(Small)-Pcs(Sajah),1
ORD002925,Kachki Fish (THR),1
ORD002925,Lifebuoy Handwash Lemon Fresh-200ml,1
ORD002925,Tomato L.C(kg),1
ORD002924,Coca Cola-2.25Lt(Pet),1
ORD002924,R.Chanachur Premium Mix-200g,1
ORD002924,Super Refined Naphthalene +/- 50P,1
ORD002929,Bacha Boot Pulse 1Kg,1
ORD002929,Prince Fresh Eggs Red (12Pcs Box),1
ORD002929,Pusti Deshi Red Lentils(Mushur Dal) -1Kg,1
ORD002929,Super Refined Naphthalene +/- 200g,1
ORD002930,Milk Bread Small-300gm,1
ORD002930,Prince Ovaltin Cake(B),1
ORD002930,White bread Small-300gm,1
ORD002831,Ch. Cutting Board(05/23),1
ORD002831,Ch.Hanger 5 Pcs Set-6106 (4/23),1
ORD002831,Cow Lever-K,1
ORD002869,Fanta Soft Drink- 600ml,1
ORD002869,Good Life Mozarella Cheese-370gm,1
ORD002973,Dried Chilli-200gPkt,1
ORD002973,Garlic China Big-(kg),1
ORD002973,Musur Pulse Kangaroo -1Kg (sp),1
ORD002973,Onion Deshi(New)-kg,1
ORD002973,Potato Deshi New-1kg,1
ORD002973,Universe Khata Spiral-200page,1
ORD002973,Wheel 2in1 Clean & Fresh Powder-1Kg,1
ORD002974,Aarong Sour Yogurt-500gm,1
ORD002974,B Toilet Tissue Extra Saving Pack 4Rolls,1
ORD002974,Fresh Atta-2kg,1
ORD002974,Fresh Maida-2kg,1
ORD002974,Perfumed Facial Tissue - 200Sheet,1
ORD002974,Prodentalb Precision Toothbrush,1
ORD002974,Radhuni Mejbani Beef masala-68g,1
ORD002974,Savory Kala Bhuna Masala-80gm,1
ORD002974,Teer Sugar-1Kg,1
ORD002974,White Pepper(Chili)-50g,1
ORD003150,Chicken Deshi Cock (Live),1
ORD003150,Diploma Milk Powder-500g,1
ORD003150,GH Chicken Nuggets-300gm,1
ORD003150,GH Spicy Chicken Sausage-340gm,1
ORD003150,Mirzapore Best Leaf-200gm,1
ORD003150,Special Quality Biscuit 400g Pot (Bk),1
ORD003155,Baqarah Pasteurized Milk- 1L,1
ORD003155,Frutika Mango Fruit Drink-200ml,1
ORD003156,Aarong Sliced Cheese Peri Peri-204g,1
ORD003156,Burger Bread 2pcs Pack,1
ORD003156,CBL Munchee Vanilla Wafer-50g,1
ORD003156,China Floor Mat (4/23),1
ORD003156,Madina VIP Morium Dates-500gm,1
ORD003156,Raisin Sesame Bread- 320g,1
ORD003159,Grapes (Red),1
ORD003159,Milk Vita Liquid Milk-1Ltr,1
ORD003159,Mini Burger Bread-4pcs 160gm,1
ORD003159,Morium Special Dates-Kg(Loose),1
ORD003159,Queens Custard Bread- 90g,1
ORD003204,KurKure Naughty Tomato 37gm,1
ORD003204,Nescafe Classic Jar-25gm,1
ORD003204,Prince Plain Cake(B),1
ORD003204,Roja Shrimp Samosa - 240gm,1
ORD003204,Roja Shrimp Sticks- 240g,1
ORD003204,Sajeeb Kolson Vermicelli Semai (B2G1),1
ORD003204,Sufia Comb-07,1
ORD003204,UHT Chocolate Milk-200ml,1
ORD003204,Yardly Perf.Talc Powder-250gm,1
ORD003198,Beef Bone Full,1
ORD003198,Cabbage-Pc,1
ORD003198,Sweet Pumpkin(kg),1
ORD003203,Arla Sandwich Slice- 200gm,1
ORD003203,China Soft Ball (4/23),1
